,ID,label,subset,resolution,duration,caption,url
113,v7o9uSu9AVI,Using parallel bars,training,1920x1080,202.78,"[([0, 14.19], 'A strong man is lifting his legs up and down across parallel bars.'), ([15.21, 20.28], ' He begins to do shrugs on the bars.'), ([20.28, 27.38], ' He starts to walk his body across with his hands.'), ([27.38, 34.47], ' He circles around on the edge of the bars with his arms.'), ([34.47, 41.57], ' He swings his legs and leaps with his arms across the parallel bars.'), ([42.58, 50.7], ' A man does dips on the parallel bars.'), ([51.71, 60.83], ' Another man does dips down to his elbows on the parallel bars.'), ([59.82, 65.9], ' He then starts to do dips down to his armpits on the parallel bars called Russian Dips, while keeping his legs in the air.'), ([65.9, 76.04], ' A man does dips with his body in front of the bar and legs swoops underneath the bar.'), ([76.04, 86.18], ' He then does pushups on the parallel bars, by going down, pushing forward, then up.'), ([87.2, 96.32], ' He begins to do pushups, with his knees tucked, with the parallel bars.'), ([97.33, 106.46], ' A different man does leg dips, swings his legs up and around each parallel bar and pushes forward across the parallel bars.'), ([107.47, 117.61], ' When he reaches the end, he tucks in his knees and lifts his body up and perpendicular to the bars.'), ([118.63, 127.75], 'He then does knee and leg raises.'), ([128.77, 137.89], ' A different man keeps his legs straight out and moves them across each bar.'), ([138.9, 143.97], ' A different man brings his legs straight up into a V-shape on the bars.'), ([144.99, 154.11], ' He then rests his elbows on the bars and swings his body perpendicular to the bars then parallel to the bars.'), ([155.13, 166.28], ' He begins to do shoulder stands on the bars.'), ([167.29, 174.39], ' He switches to doing a head stand and holds.'), ([175.4, 183.52], ' A different man starts to swing his body from under the bars and presses himself up and over the bars.')]",https://www.youtube.com/watch?v=v7o9uSu9AVI
114,p3PEMCN4h_g,Running a marathon,validation,1280x720,77.83,"[([0, 5.84], 'A colorful intro appears and in includes a logo and the words ""INTRODUCING RUNNING FESTIVALS A distance for everyone!"".'), ([5.84, 24.52], 'A lot of people appear in a large area, hanging out, walking and talking and the words on the screen say OMAHA Marathon Inaugural HITS Running Festival.'), ([24.52, 56.82], ""A large group of people appear at the starting point and being running through various different scenery's while many people are cheering them on.""), ([56.82, 77.83], ' The people are now starting to approach the finish line and some have ribbons placed around their neck.'), ([73.94, 77.83], ' The outro screen appears and it includes the logo along with the twitter handles and facebook contact information.')]",https://www.youtube.com/watch?v=p3PEMCN4h_g
115,_nup1BwPnXc,Tug of war,training,1280x720,106.72,"[([0, 3.74], 'We see an opening title screen.'), ([4.27, 8], ' We see kids in purple pose for a photo.'), ([8.54, 30.42], ' The kids then play tug of war as two girls stand nearby cheering.'), ([30.95, 55.5], ' We switch to a girl and a boy cheering.'), ([56.03, 69.9], ' We see two different kids cheering.'), ([70.44, 81.64], '  We switch the cheering kids again.'), ([81.11, 96.58], ' The kids win and an jump and cheer as one girl talks to a teacher.'), ([97.12, 106.72], ' We see the ending credits.')]",https://www.youtube.com/watch?v=_nup1BwPnXc
116,xOmfJGR5fBw,Clipping cat claws,validation,1920x1080,200.92000000000002,"[([0, 22.1], 'We see a lady sitting holding a cat and talking.'), ([10.05, 16.07], ' The lady shows us nail clippers.'), ([31.14, 150.69], ' The lady clips her cats claws.'), ([50.23, 58.27], ' The lady shows us a clipped claw.'), ([100.46, 108.5], "" We see a paw's claw up close.""), ([150.69, 178.82], ' The lady finishes and talks to the camera.'), ([181.84, 200.92], ' We see the ending screen with video clips.')]",https://www.youtube.com/watch?v=xOmfJGR5fBw
117,QdmUojrWdmE,Surfing,training,1280x720,228.65,"[([0, 212.64], 'Music plays as surfers ride the waves.'), ([13.72, 22.86], ' A few men are shown preparing to surf, prepping their board and getting dressed.'), ([21.72, 24.01], ' A helicopter rides over the shoreline where the surfers are riding.'), ([52.59, 56.02], ' A couple laughs together on the beach in a tent awaiting more surfing.'), ([117.75, 126.9], ' A man is then shown prepping his board with surf wax.'), ([129.19, 185.2], ' The crowd watches others riding waves.'), ([129.19, 201.21], ' The crowd cheers multiples surfing runs on.'), ([129.19, 197.78], ' Kelly Slater is featured on a successful run, followed by more clips riding the waves.'), ([204.64, 214.93], ' Kelly Slater is paused mid wave to wrap up the story line.'), ([214.93, 228.65], ' Music and producer credits are then shown.')]",https://www.youtube.com/watch?v=QdmUojrWdmE
118,TNFoUBRsngY,Tug of war,validation,1920x1080,156.36,"[([0, 150.11], 'Different groups compete in games of tug of war.'), ([32.84, 40.65], ' The leader of the team slips but recovers her footing.'), ([40.65, 58.64], ' The team of girls gets pulled forward until the match is called.'), ([104.76, 115.71], ' The group is easily beaten and most of the team members fall forward.'), ([104.76, 156.36], ' The groups come together and celebrate at the end of the games.')]",https://www.youtube.com/watch?v=TNFoUBRsngY
119,Mvw0hvMeM-w,BMX,training,1280x720,216.13,"[([35.66, 67], 'The video begins with the annual BMX biking event where several participants are gathered to begin their competitive event.'), ([67, 99.42], ' Several bikers begin biking on their bikes on curved slopes in the open air arena.'), ([99.42, 138.32], ' The bikers go over bumpy and hilly slopes in their gears and helmets.'), ([138.32, 178.31], ' There are several bikers beginning a race from the top of the biking slope.'), ([178.31, 196.68], ' They show off their stunts and skills as they speed through the obstacle course of the biking arena.')]",https://www.youtube.com/watch?v=Mvw0hvMeM-w
120,r34VM4v0ShI,Polishing shoes,training,1280x720,136.4,"[([0, 8.87], 'Some supplies needed to shine shoes are shown.'), ([8.87, 67.52], ' An older man shines a shoe and talks about how he shines shoes and how he learned to shine shoes as a child.'), ([67.52, 76.38], ' The same man is shown shining another mans shoes.'), ([77.06, 92.07], ' The same man shines shoes in a shop while other people sit or walk around.'), ([92.07, 95.48], ' An old black and white photo is shown of a barber shop.'), ([98.2, 132.98], ' The older man shines another shoe and talks about shining shoes.'), ([126.16, 131.62], ' A different man is seen in the background walking away.')]",https://www.youtube.com/watch?v=r34VM4v0ShI
121,kdfJW8YV378,Sailing,validation,1280x720,231.55,"[([0, 17.37], 'A close up is shown of a sign.'), ([27.79, 82.2], ' A person is walking through a display of numerous sail boats.'), ([86.83, 127.35], ' A man is preparing a boat to use.'), ([130.83, 170.19], ' The boat is pushed down to the dock and placed in the water before getting in.'), ([172.5, 231.55], ' The man sails through the hard waters very quickly.')]",https://www.youtube.com/watch?v=kdfJW8YV378
122,JI5_cMwgnxI,Trimming branches or hedges,training,1280x720,144.45,"[([29.61, 53.45], 'A guy wearing a red plaid shirt is showing a tutorial on how to trim and prune trees in a garden.'), ([53.45, 85.95], ' He is using a pair of garden shears to chop off the excessive leaves grown on the trees.'), ([85.95, 110.51], ' He then demonstrates how to fertile the trees and shrubs by using some fertilizer balls.'), ([110.51, 136.51], ' He then used a liquid fertilizer on the trees and plants to fortify them.'), ([136.51, 144.45], ' He finally waters the trees and plants with a hose to complete the process.')]",https://www.youtube.com/watch?v=JI5_cMwgnxI
123,DzxPreFrmFE,Playing ten pins,validation,1280x720,195.44,"[([0, 9.77], 'We see the black opening screen.'), ([9.77, 195.44], ' We then see people bowling in a bowling alley.'), ([84.04, 95.77], ' We see a man in black behind the bowler look around and stand up.'), ([123.13, 149.51], ' We see a man next to the bowler choosing his ball.'), ([168.08, 171.99], ' The man throws and misses 1 pin.')]",https://www.youtube.com/watch?v=DzxPreFrmFE
124,ucR3VztMyeE,Using the monkey bar,training,1920x1080,30.58,"[([0, 1.38], 'A girl starts to climb the monkey bars.'), ([1.38, 26.61], ' She starts climbing forward to the end.'), ([9.33, 18.65], ' She has difficulties in the middle of the bars.'), ([22.02, 30.58], ' A woman appears looking to help.'), ([26.61, 30.58], ' She finishes the climb very happy.')]",https://www.youtube.com/watch?v=ucR3VztMyeE
125,O0nOzufJ_OM,Discus throw,training,1280x720,181.21,"[([0, 19.93], 'A compilation/tribute video for a Hungarian discus throwing Olympian begins with some pictures of him in action.'), ([20.84, 39.87], ' An attempt with him twirling rapidly begins and the discus launches.'), ([41.68, 51.64], ' More photos play, showing the competitor in different positions.'), ([52.55, 91.51], ' Two straight attempts featuring a powerful spin result in the the discus flying far both times.'), ([92.42, 115.97], ' This is followed by more photos.'), ([116.88, 135.91], ' Another attempt plays, followed by another slate of photos.'), ([136.81, 167.62], ' The next attempt occurs in front of a large green net, the discus is launched like a rocket and the thrower celebrates.'), ([169.43, 178.49], ' Another set of photos close the montage.')]",https://www.youtube.com/watch?v=O0nOzufJ_OM
126,KpOSIph2hHw,River tubing,training,1920x1080,62.69,"[([0, 3.76], 'We see a GoPro opening screen.'), ([3.76, 10.97], ' We see a lady walking with a raft into a river.'), ([11.28, 58.93], ' We see people riding rafts in the river.'), ([23.82, 26.64], "" We see a mans's legs and the lady rides past.""), ([30.09, 38.56], ' We see the lady handing a beverage in a can to the cameraman.'), ([47.33, 51.41], ' The cameraman goes under a branch that is across the water.'), ([58.93, 62.69], ' We then see the GoPro ending scene.')]",https://www.youtube.com/watch?v=KpOSIph2hHw
127,SXRSA62VbZg,Getting a tattoo,training,1280x720,197.7,"[([25.7, 42.5], 'A tattoo salon has displayed a metallic blue motor cycle.'), ([42.5, 69.19], "" there's a person sitting on the counter of the salon.""), ([69.19, 82.04], "" A customer walks in and gives a child's picture to the tattoo artist.""), ([82.04, 87.97], "" The tattoo artist traces the child's picture on a paper.""), ([87.97, 104.78], "" Then he cleans the client's arms with alcohol.""), ([104.78, 162.11], "" The artist wears a pair of latex gloves and begins tattooing the client's arm.""), ([162.11, 183.86], "" He replicates the image traced from the picture on the client's arm along with some additional designs.""), ([183.86, 189.79], "" He then takes a picture of the client's tattooed arm on a cellphone."")]",https://www.youtube.com/watch?v=SXRSA62VbZg
128,JyjONoyBr4Q,Disc dog,training,1280x720,172.34,"[([20.68, 49.12], 'There is a lady dog trainer dressed in a blue hoodie playing with a black and white dog in a park.'), ([49.12, 71.52], ' She is throwing a Frisbee to the dog and makes the dog fetch it for her.'), ([71.52, 88.75], ' The dog runs every time she throws the Frisbee at a distance and fetches it for her.'), ([88.75, 105.99], ' The doh jumps high up to grab the Frisbee off her hand.'), ([105.99, 119.78], ' He dog even jumps over the lady when she is laying on the ground.'), ([119.78, 130.98], ' He continues to run and fetch the Frisbee for the lady as she throws multiple Frisbee.'), ([130.98, 160.27], ' The same lady is now wearing an orange shirt and is throwing the Frisbee to the dog.'), ([160.27, 172.34], ' The dog continues to jump and catch the Frisbee in his mouth.')]",https://www.youtube.com/watch?v=JyjONoyBr4Q
129,ZT63nK4lexg,Using parallel bars,training,1920x1080,93.18,"[([0, 31.22], 'A man walks over and chalks his hands.'), ([32.15, 44.26], ' The man walks the bars, stretches and stands there.'), ([45.19, 78.74], ' The man mounts the bars and begins to spin.'), ([78.27, 83.86], ' The man flips and dismounts.'), ([84.33, 93.18], ' The man walks away from the bars.')]",https://www.youtube.com/watch?v=ZT63nK4lexg
130,UZPSbNS1LU0,Rollerblading,training,1920x1080,123.09,"[([0, 24.62], 'A group of people are shown rollerblading in Paris.'), ([24, 41.85], ' They are moving slowly and there are a lot of them as some of them look into the camera as they pass.'), ([49.24, 65.85], ' The procession continues as spectators look onward.'), ([72.01, 89.85], ' The video cuts to a side angle of the rollerbladers passing by.'), ([89.85, 123.09], ' Another side shot is shown and a cop car and several escort vehicles come into view as the video fades to black.')]",https://www.youtube.com/watch?v=UZPSbNS1LU0
131,pIk9qMEyEd4,Assembling bicycle,validation,1920x1080,108.83,"[([0, 1.63], 'We see people unpacking a box.'), ([3.81, 5.44], ' The people put a bike on a rack.'), ([5.44, 92.51], ' We see the people putting the bike together.'), ([17.96, 21.22], ' The boy puts the handlebar on.'), ([53.33, 54.42], ' We see a man put on the back tire.'), ([72.37, 76.18], ' We see a man put on the seat.'), ([97.95, 105.02], "" We see them take the bike off the rack, put it back and then it's gone.""), ([105.57, 108.83], ' The camera spins as the person walks outside.')]",https://www.youtube.com/watch?v=pIk9qMEyEd4
